idnum,logistic_ensemble_regularization_factor=0.5
      286638994,0.354201131194522
      287219131,0.519765891951154
      288190048,0.996391289235626
      288397188,0.690735821955855
      292889168,0.209481338848294
      294084880,0.200304594021349
      295515825,0.269795010743082
      297135336,0.308013328810751
      298478170,0.962062651212443
      298740821,0.562244741180937
      299878257,0.973705654553152
      300129367,0.418446063764448
      302869304,0.946317970574816
      304628365,0.398870566555708
      304669029,0.235054195400366
      309935240,0.361981371136687
      310050312,0.778531435562601
      311411296,0.211617098830392
      313550011,0.273021362688350
      313775948,0.225392326543594
      314179150,0.211607132239883
      315616399,0.658555821502287
      315926660,0.294294223064805
      317244499,0.237540286225704
      321967324,0.506540318443098
      322304573,0.319216735579753
      322589684,0.471213356280913
      325637099,0.892233746205435
      326115587,0.378690739940828
      326324523,0.200588356272174
      326528240,0.200709843800315
      330002118,0.313817195895347
      333893490,0.257759463544979
      334941208,0.270799490449472
      335181247,0.212797999206605
      336466512,0.225986597407911
      338411911,0.724065594349481
      338923006,0.276079581797477
      339741137,0.204847975264395
      339972341,0.288986885759835
      340897089,0.331870215807327
      340975058,0.251294015022637
      341067441,0.950883218004308
      341165672,0.393538025916157
      351587919,0.372122966156537
      353755139,0.290756406123535
      354131348,0.253954862547742
      358066379,0.692550668770820
      358138185,0.912992599836682
      358260511,0.229790151851233
      358387950,0.721469023827477
      358642912,0.215053546251672
      359864230,0.243697497312274
      361732358,0.470574116802606
      361739092,0.876063704030479
      362989846,0.628960164934033
      363141879,0.217184821769518
      363750706,0.254842670017382
      366201244,0.514769164604919
      366315104,0.780085788398626
      367016021,0.269941035209328
      368218175,0.210896628653637
      369566332,0.625108129209959
      371799902,0.358683498698132
      372616876,0.251395942219731
      372857885,0.298267762967243
      376003904,0.289337034646933
      376028117,0.944154483764082
      376809818,0.220763261128683
      377269886,0.674953799754758
      377551549,0.592317411681188
      377725140,0.251263374012541
      379101712,0.826398053219285
      380673055,0.552763107277069
      384586913,0.216944122274119
      386305939,0.369402089557520
      386698600,0.440981813623078
      389023725,0.900695206388060
      390159033,0.495714452339529
      390345144,0.950603888325799
      390603110,0.272763462034061
      390794866,0.473525404259352
      391231816,0.698320879745868
      391486463,0.264640342174761
      391848367,0.524365787685679
      392377518,0.243553147477897
      394984483,0.223043574328672
      395738321,0.334308778590533
      396691063,0.265794534168329
      401894115,0.263235117542595
      402671324,0.967070093028736
      403494131,0.819816500009738
      403655663,0.993257080231388
      405179198,0.274322452387969
      407848430,0.721469057127296
      410565817,0.340111349624465
      411234533,0.282263235177949
      411660928,0.754390168158424
      412396401,0.306270524801081
      413610202,0.428326303307956
      413972780,0.248602691191312
      415693165,0.997907922318000
      417350235,0.333829117838712
      419379326,0.968476853550127
      419508265,0.261812666145179
      421388363,0.260086052419228
      421583216,0.265785047103919
      422128692,0.537652899690605
      424800740,0.926965805480660
      426711955,0.905168338152220
      427808828,0.201310029721921
      430365671,0.763784338016966
      430414510,0.796942625362938
      432072329,0.216685508054742
      433057940,0.297176653575952
      433974817,0.270748600625394
      434659594,0.420385489872793
      435725854,0.367729265173852
      435866601,0.227536967489420
      436149055,0.234091164852661
      437327904,0.232695212659171
      437625510,0.204962988491662
      437800235,0.434024677778612
      438504297,0.211635568026701
      438541117,0.274332119876921
      440142752,0.631595860514587
      440604078,0.933781282056749
      441200201,0.234568346368574
      443699362,0.437156378900677
      444001845,0.971877799065009
      444450661,0.301016530861235
      446301236,0.398965509726876
      446540812,0.279548481198111
      446740325,0.880832669279414
      448503396,0.790793397462842
      448976352,0.779642000228203
      449480333,0.211513832050429
      449943607,0.982380762832558
      451637719,0.883732528455206
      453500945,0.245900256654796
      453538866,0.920532829860172
      453935793,0.233247728808443
      454796374,0.461219557332822
      456062317,0.248764631098749
      459625222,0.560528818783785
      460028216,0.527671684368156
      461894494,0.998960413549743
      462524822,0.286937064536985
      463169189,0.505064352326585
      463788607,0.461378219282965
      465324329,0.327345598057317
      465532435,0.351411451931618
      466367952,0.554875271663191
      467554528,0.501397386345360
      468416893,0.513548860726895
      470264709,0.331386329403038
      470564430,0.284816875985087
      472389271,0.206952198066968
      473378632,0.226795897092043
      473606287,0.494216734729470
      473862671,0.277723401986512
      474837456,0.247682106344174
      476525107,0.242513005933926
      477234809,0.387698519147779
      479389719,0.826263764285038
      483353625,0.240479197167854
      483865903,0.717879299820188
      484534841,0.842814089228820
      485333393,0.348792733067471
      485509484,0.271823760145128
      488919411,0.673942591892217
      491535621,0.546414400219819
      493197297,0.306052442262278
      493836051,0.499857941691335
      495856172,0.218140401761230
      496756955,0.997378877930025
      497328452,0.893224730592828
      501962084,0.345111468597616
      502436245,0.415507932515458
      503453855,0.450402824749734
      504520496,0.640893351413501
      506466751,0.200338812757161
      508362269,0.940601741262223
      509707858,0.987138032097736
      509745862,0.936963870858549
      510329964,0.620030983844901
      510492343,0.322658039413573
      511906768,0.395408022905916
      512280408,0.239627407022691
      512334274,0.812322903226163
      512681658,0.225117391951025
      513757280,0.237558319100144
      519627787,0.292560251243455
      519926207,0.219921736166463
      521080290,0.243904905643652
      522760195,0.739567416340203
      522795721,0.959350524293696
      523649730,0.290932661271576
      523782723,0.945455831097096
      525997655,0.397871513813695
      526099734,0.268498285829490
      526660911,0.627483641352005
      526977776,0.828107650610571
      529738474,0.346425940686778
      529753643,0.514933995259848
      531245106,0.397235829470578
      534554350,0.218151272080897
      534703725,0.310293650027154
      535884040,0.783592498900071
      537584677,0.286506114088334
      537633146,0.298190447121994
      538404590,0.268892971679495
      538766771,0.329285870969638
      543017310,0.232482731680319
      543268629,0.462152258663307
      544502666,0.246446586387299
      546335892,0.236972356034485
      550209759,0.245500769141333
      551057472,0.242410501989872
      551700951,0.351949281273835
      552560514,0.219865929131419
      554056686,0.310400165604136
      554233248,0.307566579697427
      558360016,0.366362328800661
      561490172,0.338784303345760
      562036278,0.819316249444845
      562694526,0.230044609661083
      565949124,0.248547736661454
      568225478,0.220749847712467
      569716486,0.348065661215421
      570683458,0.253356368072158
      571367201,0.811181761388453
      571753639,0.251510853581467
      571839380,0.761529561069263
      573138166,0.302109733778633
      573325347,0.579949915089234
      575285667,0.841971136765582
      577097781,0.268746912542267
      580103847,0.235147120229824
      581685157,0.930659361335967
      581888358,0.259382058675666
      582489655,0.206273015764143
      583376511,0.230752537910508
      583611083,0.920471322379572
      583656889,0.572842806133509
      583967487,0.989565683684211
      584723240,0.245992081861358
      586021554,0.237259127139289
      586275045,0.559936789240272
      586519180,0.230377504771309
      588075369,0.338996010346982
      588242317,0.369042858413087
      590846608,0.634744584065289
      591328112,0.680846328053672
      595230820,0.239400086227714
      596918352,0.266089248980245
      597789611,0.200069253364224
      598246307,0.919282722751970
      598886413,0.264363398183192
      599339043,0.335531795777891
      599457430,0.262481422547520
      602085114,0.554606212008073
      603029778,0.839372684018749
      604664181,0.298073888097037
      606248839,0.513750439596143
      606532167,0.391457896471573
      608255149,0.682844171221270
      608275154,0.361048144058500
      611202773,0.448069071018052
      616526268,0.358602048547370
      617879162,0.221543686191069
      619728073,0.331757121689925
      622466425,0.212763122847710
      625031019,0.424416804155054
      625179483,0.267302677694062
      626339741,0.579890154923369
      627261626,0.396206219400288
      635291084,0.244174993757418
      635537227,0.234698762004545
      637597144,0.988769108994296
      637979759,0.288462754813932
      638078708,0.384469117387709
      639244931,0.245008995865393
      644607191,0.857363615147567
      646497471,0.233618446897198
      651003137,0.954431509673185
      651050282,0.200534687965073
      651522193,0.638184014541779
      654240762,0.982690698500912
      655085531,0.533731490367466
      657779836,0.376836812253664
      658871276,0.873393872430084
      659227466,0.220730317699622
      659583424,0.776501277616076
      662078719,0.240034093785080
      662488577,0.339206446444095
      665528729,0.894652099703804
      666796625,0.251394694791902
      669817356,0.245285483247808
      670357906,0.272671818022779
      670366919,0.230748042804401
      671066522,0.219669932597977
      672097245,0.780404826540494
      673526084,0.375351616405783
      675347337,0.277963325210447
      675529322,0.261377043995871
      676539582,0.218063703579216
      677864767,0.397512155729254
      678940729,0.365566143478071
      682059223,0.502380663397733
      683125625,0.905234038197927
      683884880,0.894158367890557
      686342322,0.278285622897865
      687684225,0.275504767086560
      689141496,0.868204974626390
      689223691,0.419645292625031
      689772978,0.244890525783106
      689908435,0.682118920380711
      690398023,0.259951713074677
      696685957,0.285353191352414
      697006387,0.238602169232639
      697364166,0.249064525728082
      697963049,0.212846342074036
      698088705,0.275258750034068
      698265621,0.939760850462662
      699418984,0.268091928930555
      701883639,0.825260988099855
      702596671,0.731107902826335
      702889076,0.251411122066933
      705066247,0.232754525964838
      705159706,0.282439012155351
      705322684,0.964517562702114
      705610059,0.262813401094860
      705820785,0.893425309898850
      706602757,0.993436780329237
      707053711,0.725244562981384
      708375566,0.811142221002041
      708721154,0.292990590885637
      709339942,0.916078493363880
      710347441,0.536530898937230
      710502743,0.246449325642770
      710658324,0.650782988696409
      712148823,0.399355021740878
      713408414,0.357870507080818
      713804506,0.886450897090905
      714436037,0.628695570716425
      714721769,0.330596672227477
      715610178,0.307429558704309
      717244866,0.290481042285850
      717320052,0.980344590567565
      720386308,0.224759640443853
      720672552,0.204847975264395
      722061407,0.586198530895114
      724060372,0.200650112154503
      724896846,0.248172428847303
      726242011,0.315104089120664
      726718481,0.793213218385696
      729505721,0.387871467559887
      729512225,0.237154323425413
      730261418,0.742038174046825
      733611111,0.429341509097237
      733976499,0.725297278381891
      734178203,0.522806363476147
      737203963,0.980928842174946
      738039210,0.200681082543656
      739218891,0.211713783137326
      739521277,0.967107307561834
      740557322,0.291769439218097
      742314262,0.244911598286173
      742671655,0.324790942639465
      743414577,0.808641362438536
      744338799,0.801726007819788
      744541799,0.891662592284631
      744663868,0.272767352429838
      745965706,0.997325665797398
      751501773,0.489472888420646
      753881937,0.266422071455102
      760048671,0.911255512426052
      764009382,0.230644898941680
      764501827,0.223152837202248
      767754035,0.308778329878745
      768578084,0.286110017448467
      770288372,0.447729315552188
      771340907,0.217750958102049
      773332920,0.230127513305368
      775948897,0.230049940340071
      777180973,0.992440476353014
      779665589,0.295524565373930
      783765051,0.303557985646610
      784951605,0.272242876070572
      785199153,0.293766619617175
      786253963,0.860230644080070
      787487372,0.588595577733335
      787896922,0.229584622946978
      788560084,0.200771467939657
      788922738,0.443547940973661
      789592262,0.560557725557068
      789759910,0.969531603474126
      791486108,0.219095440783600
      792582166,0.677284630452266
      793872755,0.229525213651577
      796224186,0.356342076812958
      797700051,0.287191328175089
      798713773,0.914805783528847
      798781721,0.237282541494592
      799037499,0.954966223008772
      799989205,0.263405603245191
      801151677,0.703215082226982
      801247343,0.563208409794026
      803130962,0.621841017529823
      805615667,0.248494343833135
      805750294,0.230561368705401
      806708007,0.231501089852446
      806986857,0.968161215965052
      808370823,0.794317205917849
      808714118,0.542418502347663
      808939678,0.711646802061230
      811299227,0.936620024668242
      812100611,0.721684338756553
      812198935,0.403928629627013
      819556357,0.524620599826686
      819589694,0.317365412638040
      819690133,0.863639289694147
      821933587,0.269645167797707
      822921699,0.254814410470239
      823884110,0.637015603075855
      825690832,0.984399473718511
      827279254,0.969296535268175
      829076517,0.847167315801655
      829192364,0.844712639019562
      830668318,0.980333101972944
      830690443,0.216273417810664
      831407409,0.987435031014369
      831744733,0.537620589882039
      833462533,0.240691429784461
      835233154,0.257755187827172
      835544864,0.362996753630569
      837168258,0.920546145222300
      837727334,0.780435019821699
      839647252,0.200241158873049
      842294845,0.317124474710834
      844303563,0.848166352132345
      848662249,0.233064745697908
      849261353,0.258821485760569
      849774440,0.239046981280363
      851544763,0.292978037231188
      851695072,0.673492633854995
      852918999,0.357076963733447
      853501460,0.257434394498237
      854116106,0.465450165680690
      856808662,0.403533491588114
      858350469,0.270514119087722
      860074920,0.206952198066968
      860669619,0.660821445105230
      862638253,0.286731229445004
      863701417,0.258835031123184
      863978321,0.350344473054710
      865197954,0.251790837576112
      865208268,0.677319034939697
      865973392,0.916330233296094
      866073317,0.200559436534694
      867036895,0.667634351995774
      869527661,0.874577389351138
      871524956,0.376946306078870
      871664165,0.258596409876475
      872843243,0.685890744686138
      873627318,0.306180939585016
      873911567,0.490142105517214
      874215730,0.527202662589440
      875118281,0.200746186129408
      875764320,0.227831644399823
      876080497,0.209493716375310
      878579529,0.273864348273174
      880517009,0.376060502888755
      881204355,0.476513036208408
      884695447,0.251327767631206
      884763618,0.250869680150840
      885349487,0.266946334640239
      886897913,0.211646264630101
      887226072,0.262841158454535
      888716623,0.376284694087180
      888719444,0.473561167441950
      890483217,0.255777903449572
      890900717,0.965377900972668
      891039579,0.288815564930733
      892067936,0.240895316383510
      892212061,0.362030442184073
      892250330,0.454451487735454
      892800032,0.295861957540003
      893065444,0.218151272080897
      894198086,0.514121454604158
      894405427,0.235103605597839
      895853008,0.717153318872891
      897123075,0.239557494712948
      897680871,0.247910995954058
      900909613,0.683528632193397
      903219453,0.792819592804115
      903249092,0.552508857824246
      903669618,0.890766104397202
      906285644,0.214111184039866
      906519175,0.476339494256179
      907217745,0.655543735176135
      907995638,0.709519324704592
      908877348,0.254453462591466
      910289404,0.268602666824970
      913548811,0.206952198066968
      913926878,0.206952198066968
      920454310,0.923845466380706
      922490701,0.278605322482717
      922492103,0.442357388290451
      922536762,0.214815393743111
      923564528,0.681724808021173
      924930627,0.255619480345961
      925185965,0.244536699126421
      925630280,0.322186015533417
      926233925,0.546720421505173
      927241245,0.858487339877769
      927439134,0.265097298040596
      928131429,0.257191830563098
      929500382,0.823871575110343
      932018235,0.270275449405037
      932664477,0.249129271797593
      933075164,0.957251061245760
      936201299,0.900013896462643
      936596102,0.255267723452027
      939050663,0.860148683509770
      940701851,0.543628328682622
      940857718,0.943415014075430
      941131288,0.586195170685246
      941501424,0.210044762078723
      941771033,0.679622550444353
      941974584,0.328689709712632
      942615776,0.775602624054439
      942952452,0.858240646141431
      943568795,0.870452659161890
      943707226,0.379072825082884
      944157726,0.306342353600289
      944763734,0.345671848554294
      945307889,0.714235194090623
      946176016,0.272542570828090
      947148085,0.278812543122236
      948245034,0.359375144297760
      948967429,0.261258264803682
      949631785,0.268859730177502
      952656562,0.274928165053788
      953476577,0.299860770428426
      953585030,0.295643401085049
      953718597,0.916130700850580
      955049195,0.266573568196256
      955357542,0.361971094981460
      957332047,0.247516156632002
      958228198,0.977628663704970
      958658909,0.241119696511658
      959916286,0.830405335444889
      962120049,0.861890136653351
      962614151,0.552857869117691
      963325255,0.607353319700289
      964193353,0.240048242685540
      964214726,0.875038336994936
      966775199,0.482807095638525
      966934580,0.430683579227379
      968305142,0.624805916923538
      970193724,0.217918411022372
      975033642,0.878332093673078
      975258901,0.268945669320244
      976910388,0.531525118155827
      977096533,0.532478953612030
      978070867,0.268161783695135
      981652924,0.895584127338802
      982299277,0.231545480642652
      982360109,0.283972271353688
      986341913,0.342390858999152
      987058389,0.960362335601526
      991469263,0.366568292718371
      991566113,0.225038301247802
      992893661,0.930337583612383
      994404544,0.286238530531036
      995632459,0.999364393402144
     1000660300,0.317528438900195
     1002508282,0.232868253695986
     1002887023,0.956138798263325
     1003261977,0.231986911472065
     1003888808,0.211549671619228
     1009881948,0.284299037994120
     1014196308,0.406992808337361
     1015049924,0.233113995226117
     1015923445,0.235205220622705
     1019198242,0.231101673281908
     1019339646,0.747488480389873
     1022186216,0.233985128966374
     1027169090,0.204894028762416
     1029416392,0.963587283843563
     1032513984,0.972909388189632
     1034805825,0.949684325541584
     1035902579,0.847435922252926
     1037939704,0.279646035159050
     1039301878,0.881877410045963
     1043089241,0.295446507838399
     1043562783,0.217311096222214
     1048768634,0.231199234288473
     1050025814,0.732893334666217
     1050898424,0.953271335826288
     1051260193,0.240273929195965
     1053548620,0.208592890235737
     1054392476,0.228074169042394
     1059373679,0.956406469947966
     1060059945,0.300404717513836
     1065344433,0.903898458069533
     1065373685,0.246558982113460
     1067025519,0.690252494404068
     1068725161,0.962554641873792
     1068804761,0.447920417824791
     1069350779,0.200659661306832
     1070883551,0.244981639111597
     1071396361,0.242868123036019
     1072308446,0.694455864111514
     1072588745,0.378503201431926
     1073349371,0.240656169514991
     1077458166,0.229264865510991
     1078121284,0.211447416563961
     1079161931,0.310475953970025
     1081108256,0.990592092655528
     1081721374,0.243862206123078
     1082086708,0.221390602058887
     1084009755,0.312429977669698
     1085602029,0.452519449463924
     1085755604,0.245178609332302
     1086955232,0.557035183923012
     1087081695,0.232361755699924
     1087592563,0.242311761776165
     1087905599,0.939101379024347
     1088122699,0.298170252856352
     1088675114,0.604389647054758
     1088854352,0.761300777465953
     1091227106,0.521567805331973
     1092218350,0.204595713966294
     1092740361,0.742547134607870
     1093013972,0.222229834776765
     1094151866,0.211718453092261
     1094199917,0.211627651967141
     1098125924,0.617039114844317
     1101158478,0.274761316916701
     1101745897,0.310014844997223
     1105067091,0.261796349503031
     1105444833,0.970729437116930
     1107449997,0.388692621184116
     1107905072,0.233331292055722
     1108729241,0.229988905265101
     1108959666,0.616978142436722
     1109121263,0.227751078798040
     1109564424,0.248672901527959
     1111143713,0.424229334471759
     1113443869,0.521520909654343
     1116599329,0.348479264729675
     1117376840,0.296309799167078
     1118339851,0.304520401446739
     1118646028,0.259399539792840
     1118838963,0.990872421370659
     1120148704,0.848914679699709
     1120441496,0.364951632407524
     1121602963,0.216736658123378
     1122002527,0.242238014503599
     1123247168,0.634438952161606
     1125007695,0.231639353910332
     1126746995,0.215947482057500
     1128051289,0.267371806701855
     1129975088,0.217367707473972
     1130470487,0.236376105040291
     1130658284,0.894158146193551
     1131998935,0.312960111908545
     1132714357,0.303084886190841
     1134182585,0.230845418994322
     1134443164,0.498820964499918
     1135177319,0.307325460747231
     1135370468,0.277146514618599
     1135405846,0.386081411625008
     1138144104,0.442698583234629
     1139621696,0.299647115466077
     1141059689,0.225107735393355
     1141589906,0.787362312314412
     1142482327,0.265851289810141
     1143029381,0.478326584112577
     1143364355,0.258957695977873
     1143785614,0.257295969825080
     1143826247,0.226105974328264
     1145519935,0.777260832218561
     1148893818,0.214838402264959
     1150966509,0.211763106854446
     1151619985,0.619216014522875
     1154247915,0.824050302374912
     1154467164,0.448623449259046
     1154780517,0.628338921371737
     1154924059,0.554394367070360
     1155626003,0.798311662696787
     1156633980,0.215379404295239
     1157225708,0.200159550980799
     1158059503,0.289398634201697
     1158259789,0.798514389692296
     1160291173,0.480477750597590
     1160487773,0.677008346443808
     1161236228,0.434391416994366
     1162879243,0.200606990425497
     1165357540,0.227904849553995
     1166358001,0.308090601360836
     1169204003,0.624464990653606
     1169567864,0.642064823011472
     1171027314,0.311443718539221
     1171216312,0.829193611913783
     1174044620,0.322739420536538
     1174136050,0.616942877091701
     1174163042,0.219091346524951
     1175566970,0.258375987347655
     1177315202,0.345818131130611
     1181098320,0.212267420196995
     1182511172,0.481274041404626
     1185588306,0.322669221559109
     1186618419,0.390915386109296
     1188789953,0.871245229767540
     1188814891,0.264912044371535
     1189280839,0.804073695332325
     1189381056,0.957308427403264
     1190760738,0.953428411791644
     1191354555,0.696242444923483
     1191531607,0.395719177789376
     1191894799,0.348725174977607
     1192649359,0.909744339519584
     1192790833,0.200709843800315
     1192972458,0.426447777216387
     1193187313,0.376929662219990
     1193485629,0.311889203813506
     1194400862,0.267300677015650
     1194652849,0.453857863938207
     1197239508,0.466148655654486
     1198436877,0.260728558952391
     1198722318,0.851636612129561
     1200379445,0.211669613747234
     1200462129,0.243765805361134
     1200830187,0.238170049033339
     1200888092,0.946600087523862
     1204391713,0.269073728218566
     1205089754,0.383008257818263
     1205966543,0.286003924633662
     1206240403,0.256211315619418
     1206383312,0.366431822823903
     1210625435,0.971802651380950
     1211170095,0.262372097600006
     1211938659,0.271554022031925
     1212634670,0.463549421758803
     1214999547,0.200654744695928
     1220720897,0.563844525084189
     1221009051,0.294407327772341
     1224335645,0.312937629432935
     1226537542,0.762605237207713
     1227471515,0.206952198066968
     1228470659,0.831370844564258
     1233995324,0.347815042898649
     1234429485,0.284770098594416
     1234980050,0.224631088452269
     1235516601,0.452948580171057
     1235709666,0.224345639831562
     1236739443,0.750154641544770
     1236740319,0.261357129047889
     1237707923,0.233075872465508
     1239109318,0.247364395317584
     1239435542,0.206682229643251
     1240241112,0.326199368935255
     1241464267,0.279701467077749
     1247887771,0.219083949692887
     1249461283,0.800244565099318
     1251667674,0.264747196258489
     1255956033,0.210975149796699
     1256092655,0.411378478859618
     1256182240,0.217982233742870
     1257934569,0.243485794380681
     1257985474,0.608771625837277
     1258242766,0.247289235384827
     1258586848,0.401325202178993
     1258612476,0.723907857483042
     1260751404,0.838578880203551
     1260887373,0.246153838021070
     1266669247,0.507505280397180
     1269019240,0.366691566080246
     1270320376,0.728966355350800
     1270771444,0.338054639811210
     1270992390,0.874085158613096
     1271890500,0.226748658531617
     1271940024,0.247287213497879
     1272088704,0.311854550625896
     1275393695,0.265079234434722
     1278208188,0.227333298707564
     1280655880,0.856166358722145
     1281133672,0.237540286225704
     1283660428,0.694810422050005
     1284511760,0.351230095416139
     1285271630,0.488735399412835
     1285533434,0.302960400842917
     1285694383,0.830273567913360
     1287709284,0.258906986676014
     1289569344,0.211336367522588
     1291618082,0.317449729651880
     1291784888,0.898041132139584
     1292038956,0.542048267034656
     1292558120,0.682621718554413
     1292968960,0.290912685953533
     1293221082,0.277063649894625
     1294380470,0.256170515303758
     1295580580,0.208193430672283
     1296655173,0.536215809949818
     1297860013,0.274849146670546
     1300567917,0.235315758974435
     1301975697,0.435902081259774
     1304642464,0.951197628608769
     1305760850,0.255164008090707
